image,caption,caption_kind,source,date,is_cam,cam_score,url,video_id,duration,post_title,description
images/nzp_youtube_zYA_AhIUTyk.jpg,#DCPandas: Bao Li and Qing Bao In A Tub,title,nzp_youtube,"Jan 10, 2025",False,0.0105,https://www.youtube.com/watch?v=zYA_AhIUTyk,zYA_AhIUTyk,61,,"If they fit, they sit! Giant pandas Bao Li and Qing Bao recently tested out tubs in their indoor habitats. Bao Li sat in the panda-sized space with his favorite green ball before he rolled onto his back and balanced it on his paws. Qing Bao climbed in and out of the tub, then took her orange ball for a short stroll. The Giant Panda Cam captured these paw-sitively adorable moments. It returns Jan. 24, just in time for Bao Li and Qing Bao’s public debut! 
. . . 
The bear pair will make their public debut on Friday, Jan. 24. Follow #DCPandas for updates. 🎟️ FREE ENTRY PASSES: nationalzoo.si.edu/dcpandas."
images/nzp_youtube_wTVtbr-R4yA.jpg,#DCPandas: Giant Pandas Bao Li and Qing Bao at Smithsonian's National Zoo,title,nzp_youtube,"Jan 10, 2025",False,0.008,https://www.youtube.com/watch?v=wTVtbr-R4yA,wTVtbr-R4yA,159,,"On Jan. 24, giant pandas Bao Li [BOW-lee] and Qing Bao [ching-BOW] will make their public debut at the Smithsonian’s National Zoo and Conservation Biology Institute (NZCBI). From Jan. 25 to Feb. 9, the Zoo will host a public celebration with a series of special events and programs, including a Lunar New Year event. The District of Panda Party is made possible with the support of The Boeing Company, FedEx, Pepco and Events DC. Learn more: https://nationalzoo.si.edu/news/giant.... 
. . . 
The Zoo will relaunch the Giant Panda Cam, sponsored by The Boeing Company, once Bao Li and Qing Bao make their public debut, ensuring virtual visitors can join in the celebration and welcome these animal ambassadors to Washington. 
. . . 
To follow the latest news about NZCBI’s panda program, visit the Zoo’s website, subscribe to its e-newsletter, and follow on Facebook, Instagram, YouTube and X using the hashtag #DCPandas."
images/nzp_youtube_ebcCgSRobc4.jpg,"Jan. 6, 2025: Giant Pandas Bao Li and Qing Bao Play In The Snow",title,nzp_youtube,"Jan 6, 2025",False,0.0234,https://www.youtube.com/watch?v=ebcCgSRobc4,ebcCgSRobc4,83,,"Tumbling in a winter wonderland! This morning, about 5 inches of snow blanketed the Washington, D.C., area, including giant panda Bao Li and Qing Bao's outdoor habitats. Flakes stuck to their fur as the bears frolicked and somersaulted in the snow. It was paws-itively the panda snowment of our dreams!  
. . . 
Giant pandas Bao Li and Qing Bao explore their snow-covered outdoor habitats Jan. 6, 2025, at the Smithsonian's National Zoo and Conservation Biology Institute. The bear pair will make their public debut on Friday, Jan. 24. Follow #DCPandas for updates. LEARN MORE: nationalzoo.si.edu/dcpandas. 
. . . 
TIME STAMPS
0:01-0:37 | Qing Bao
0:38-1:05 | Bao Li
1:06-1:23 | Qing Bao 
. . . 
MEDIA USE
Media (news) outlets may use the Smithsonian’s National Zoo and Conservation Biology Institute’s giant panda photos/videos for news purposes only with credit to Smithsonian’s National Zoo. Approved purposes include: print/online articles, broadcast reports and social media feeds."
images/nzp_youtube_ERqbJdRJOGo.jpg,#DCPandas: Qing Bao Climbs a Tree,title,nzp_youtube,"Jan 3, 2025",True,0.0558,https://www.youtube.com/watch?v=ERqbJdRJOGo,ERqbJdRJOGo,26,,"🐼🌳 Qing Bao is putting her climbing skills to the test in the treetop! From trees and wooden structures to rockwork and hammocks, there’s no shortage of interesting places for our giant pandas to explore. Providing Qing Bao and Bao Li with an outlet to exercise their natural climbing behaviors is one way our team helps the bear pair settle into their new home.
. . . 
🐾 Follow #DCPandas for updates, and meet Qing Bao and Bao Li when they make their giant debut Jan. 24, 2025. nationalzoo.si.edu/dcpandas."
images/nzp_youtube_3dpFucs5WG0.jpg,#DCPandas: A Merry Moment With Bao Li and Qing Bao,title,nzp_youtube,"Dec 25, 2024",False,0.0078,https://www.youtube.com/watch?v=3dpFucs5WG0,3dpFucs5WG0,57,,"Our gift to you: have yourself a merry little moment with giant pandas Bao Li and Qing Bao. Happy holidays from our wild family to yours! 
. . . 
Follow #DCPandas for updates, and meet our pandas when they make their giant debut Jan. 24, 2025. LEARN MORE: https://s.si.edu/3OT0lU4."
images/nzp_youtube_sBlO6CfRKik.jpg,#DCPandas: Enrichment With Giant Panda Bao Li,title,nzp_youtube,"Dec 20, 2024",True,0.0343,https://www.youtube.com/watch?v=sBlO6CfRKik,sBlO6CfRKik,29,,"What alluring aroma has Bao Li so excited? Decaying wood! Giant pandas enjoy playing in felled logs, and this one in Bao Li’s outdoor habitat gives him an opportunity to exercise this natural behavior. If giant pandas really like a scent, they will rub it all over themselves—a behavior called “scent-anointing.” 
. . . 
Follow #DCPandas for updates, and meet our pandas when they make their giant debut Jan. 24, 2025. LEARN MORE: https://s.si.edu/3OT0lU4."
images/nzp_youtube_5AzEWlVLC7s.jpg,#DCPandas: What's on the Menu for Giant Pandas?,title,nzp_youtube,"Dec 13, 2024",False,0.0026,https://www.youtube.com/watch?v=5AzEWlVLC7s,5AzEWlVLC7s,50,,"What’s on the menu for giant pandas Bao Li and Qing Bao? About 95% of a giant panda's diet is bamboo, and they eat massive quantities to get the vitamins and nutrients they need to survive. To satisfy the bears’ voracious appetites, our giant panda team feeds them between 80 and 100 pounds of bamboo each day!
. . .
Several times a week, our Department of Nutrition staff select, harvest and deliver bamboo to the pandas’ habitat. There, it’s labeled, rinsed and kept cool with automated water misters—just like the ones that keep parsley and cilantro fresh at the grocery store. With the “meal prep” complete, it’s ready for Bao Li and Qing Bao to eat!
. . .
Keepers pay close attention to which parts of the bamboo the pandas consume. Depending on the season and the type of bamboo, Bao Li and Qing Bao might devour the leaves or the stalk of the bamboo. STORY: https://nationalzoo.si.edu/animals/ne....
. . .
Follow #DCPandas for updates, and meet our pandas when they make their giant debut Jan."
images/nzp_youtube_hABsY96-LrM.jpg,#DCPandas: Qing Bao and Bao Li Play With Puzzle Feeders,title,nzp_youtube,"Dec 6, 2024",False,-0.0025,https://www.youtube.com/watch?v=hABsY96-LrM,hABsY96-LrM,57,,"Playing with your food is always allowed at the Zoo! In the wild, giant pandas spend much of their time looking for the perfect bamboo stalks to eat. To encourage Bao Li and Qing Bao to search for their Zoo diets, our giant panda team comes up with creative ways to make mealtime fun. In addition to bamboo, treats—such as diced fruits, vegetables and panda bread—are scattered throughout the habitats. 
. . .
They’re also hidden inside puzzle feeders—toys that are built to withstand the bears’ teeth, claws and pounces. To get the food out, the pandas chase, spin and push the feeders until they reap their rewards. Bao Li and Qing Bao seem to enjoy any toy that they can swat around, jump on top of, or carry around their habitat.
. . . 
Follow #DCPandas for updates, and meet our pandas when they make their giant debut Jan. 24, 2025. LEARN MORE: nationalzoo.si.edu/dcpandas."
images/nzp_youtube_Njl4ZTGBr-0.jpg,#DCPandas: A Moment of Panda Appreciation,title,nzp_youtube,"Nov 29, 2024",False,-0.0142,https://www.youtube.com/watch?v=Njl4ZTGBr-0,Njl4ZTGBr-0,58,,"Amid the holiday hustle and bustle, take a moment to get outside and reconnect with nature. Whether you have followed the Smithsonian’s National Zoo’s giant pandas since Ling-Ling and Hsing-Hsing arrived in 1972, or if you’ve just joined us since Bao Li and Qing Bao’s arrival, we are grateful for the opportunity to share these sweet and memorable moments with you.
. . .
Follow #DCPandas for updates, and meet our pandas when they make their giant debut Jan. 24, 2025. LEARN MORE: nationalzoo.si.edu/dcpandas."
images/nzp_youtube_ldtuxpGsg9Y.jpg,"#DCPandas: Let the Good Times Roll, Bao Li and Qing Bao!",title,nzp_youtube,"Nov 22, 2024",True,0.0901,https://www.youtube.com/watch?v=ldtuxpGsg9Y,ldtuxpGsg9Y,46,,"🐼🌀 Let the good times roll! To help giant pandas Bao Li and Qing Bao feel at home, keepers give them enrichment toys, which encourage them to be curious, play and use their natural behaviors. 
. . . 
🦪🌲Diamonds may be a girl’s best friend, but Qing Bao prefers pearls. Specifically, pearl balls strung together with woven yacht rope. Recently, she’s taken to carrying her favorite toy into the trees and rolling down the hill with the pearls between her paws. It’s great exercise! 
. . . 
🍎 👀 Bao Li seems to prefer toys that use both energy and brain power. Currently, his favorite toy is one where keepers hide hay and pieces of food inside. To move treats from the puzzle feeder to his belly, Bao Li spins, shakes or rolls the feeder around the yard until he has gobbled up every piece. This gives him an opportunity to use his problem-solving skills!
. . . 
🐾 Before the bears make their public debut, Zoo members can help them acclimate during a special preview Jan. 10 to 19! Reservations open "
images/nzp_youtube_f9KVNw799aE.jpg,#DCPandas: Giant Panda Qing Bao in Autumn,title,nzp_youtube,"Nov 15, 2024",False,-0.0074,https://www.youtube.com/watch?v=f9KVNw799aE,f9KVNw799aE,61,,"Can you be-leaf it’s already mid-November?! While giant pandas Bao Li and Qing Bao settle in, our animal care team ensures they have enriching environments. Trees for climbing, shallow pools for splashing and spices for scent-anointing encourage the bears to explore. Sometimes, engaging enrichment comes from mother nature herself—as our reserved and patient female panda, Qing Bao, recently experienced. Enjoy this moment of pause as Qing Bao takes in autumn in Washington, D.C.—in all its glory. 
. . .
Follow #DCPandas for updates, and meet our pandas when they make their giant debut Jan. 24, 2025. LEARN MORE: https://nationalzoo.si.edu/dcpandas."
images/nzp_youtube_pgxIO6nyZEY.jpg,#DCPandas: Bao Li and Qing Bao Settle In To Their New Home,title,nzp_youtube,"Nov 8, 2024",True,0.0291,https://www.youtube.com/watch?v=pgxIO6nyZEY,pgxIO6nyZEY,59,,"🐼 A moment of pause, courtesy of giant pandas Bao Li and Qing Bao. It takes a village to make a panda feel at home. While veterinarians and nutritionists focus on the physical side of a pandas’ overall health, the goal for the animal keepers is to make sure the pandas are feeling safe and confident in their new habitat. Panda keepers record the bears’ behavior and introduce activities designed to encourage the pandas to interact with their environment. They watch for signs the animals are playful and content. 
. . . 
“We want to see the pandas eating, playing, sleeping, and exploring their exhibit,” says keeper Mariel Lally. “We want to see parts of their personalities coming out. We want to see them feel safe and confident in their new spaces. We’re doing everything we can to make this a rewarding experience not just for the pandas, but for the visitors, too.” STORY: https://s.si.edu/3AsRa9o.
. . .
Bao Li and Qing Bao are currently in quarantine at the David M. Rubenstein Family Giant"
images/nzp_youtube_Hzz3cUnR4Nk.jpg,"#DCPandas: Happy Fall, Y'All!",title,nzp_youtube,"Nov 1, 2024",False,-0.0251,https://www.youtube.com/watch?v=Hzz3cUnR4Nk,Hzz3cUnR4Nk,60,,"Happy fall, y’all! The crisp, cool autumn mornings are prime for panda frolicking. Recently, our animal care team gave the bear pair access to their outdoor habitats for the first time. True to his “energetic” name, Bao Li got the zoomies and put his hammock to the test. Qing Bao, who keepers say is more reserved, reached new heights by climbing trees and logs.
. . .
Bao Li and Qing Bao are currently in quarantine at the David M. Rubenstein Family Giant Panda Habitat. Quarantine of new animals is a routine practice in zoos accredited by the Association of Zoos and Aquariums to reduce risk of introducing parasites or disease to other animals. During this period, animal care staff provide the pandas with a variety of enrichment items to keep them active and encourage them to explore their new environment.
. . .
Follow #DCPandas for updates, and meet our pandas when they make their GIANT debut Jan. 24, 2025! LEARN MORE: https://nationalzoo.si.edu/dcpandas."
images/nzp_youtube_Xt4IbcNSOHY.jpg,#DCPandas: Bao Li and Qing Bao Have a Ball,title,nzp_youtube,"Oct 25, 2024",True,0.0381,https://www.youtube.com/watch?v=Xt4IbcNSOHY,Xt4IbcNSOHY,44,,"🐼 🐾 🔵 Giant pandas Bao Li and Qing Bao are having a ball! While the bear pair acclimate to their new habitats, keepers presented them with new enrichment. These toys encourage our giant pandas to keep physically active and mentally sharp; they also give the bears an opportunity to use their natural behaviors and choose how to spend their time. When the pandas approach their new toys, they sniff them, paw at them or give them a nibble. Sometimes, they do a combination of all three!
. . . 
Bao Li and Qing Bao are currently in quarantine at the David M. Rubenstein Family Giant Panda Habitat. Quarantine of new animals is a routine practice in zoos accredited by the Association of Zoos and Aquariums to reduce risk of introducing parasites or disease to other animals. During this period, animal care staff provide the pandas with a variety of enrichment items to keep them active and encourage them to explore their new environment. 
. . . 
Follow #DCPandas for updates, and meet our pandas when"
images/nzp_youtube_X5qMofSis94.jpg,B-roll for Media: Giant Pandas Bao Li and Qing Bao Arrive at the Zoo,title,nzp_youtube,"Oct 22, 2024",False,-0.0623,https://www.youtube.com/watch?v=X5qMofSis94,X5qMofSis94,462,,
images/nzp_youtube_IKAgULbmAJ0.jpg,"Welcome, Bao Li and Qing Bao!",title,nzp_youtube,"Oct 22, 2024",False,0.0168,https://www.youtube.com/watch?v=IKAgULbmAJ0,IKAgULbmAJ0,58,,"Two ""treasures"" arrived at the Zoo today! Join us in welcoming giant pandas Bao Li and Qing Bao, who entered Zoo grounds shortly after 11:30 a.m. today and are settling into their new homes at the David M. Rubenstein Family Giant Panda Habitat.
. . .
🐼♂️ In Mandarin Chinese, ""Bao"" means 'precious' and 'treasure'. ""Li"" refers to vitality and strength. Put together, ""Bao Li"" means an active and vital power.
. . .
🐼♀️ Qing Bao's name means 'green' and 'treasure' in Mandarin Chinese. 'Qing' evokes the lush and mountainous habitat of pandas. 'Bao,' which means 'precious' and 'treasure,' reflects how cherished and adored she is.
. . .
✈️ Thank you to our partners at @FedEx for transporting our new bear pair and members of the panda team safely from China. Stay tuned for more updates about the bear pair by following #DCPandas.
. . .
🥳 Although the pandas are in quarantine and will not be on view for a while, there are plenty of ways to get in on the panda fun! Visit https://nationalzoo.si.edu"
images/nzp_youtube_Q_j8HkX4qV8.jpg,B roll for Media: David M. Rubenstein Family Giant Panda Habitat Renovation,title,nzp_youtube,"Oct 17, 2024",True,0.0549,https://www.youtube.com/watch?v=Q_j8HkX4qV8,Q_j8HkX4qV8,171,,"David M. Rubenstein Family Giant Panda Habitat Renovation in preparation for giant panda arrival."
images/nzp_youtube_15STunEjqno.jpg,B-roll for Media: Giant Pandas Bao Li and Qing Bao Arrive at the Zoo,title,nzp_youtube,"Oct 17, 2024",False,-0.0623,https://www.youtube.com/watch?v=15STunEjqno,15STunEjqno,462,,
images/nzp_youtube_uYZ-8MKHdcs.jpg,"Happy Birthday, Qing Bao!",title,nzp_youtube,"Sep 12, 2024",False,0.0189,https://www.youtube.com/watch?v=uYZ-8MKHdcs,uYZ-8MKHdcs,13,,"Join us in wishing a very happy ‘bearthday’ to giant panda Qing Bao! Three years ago today, she was born at the China Conservation and Research Center for the Giant Panda in Sichuan. We are thrilled to welcome her to Washington, D.C., before the end of the year!
. . .
Qing Bao’s name means 'green' and 'treasure' in Mandarin Chinese. 'Qing' evokes the lush and mountainous habitat of pandas. 'Bao,' which means 'precious' and 'treasure,' reflects how cherished and adored she is.
. . .
When Qing Bao arrives, she will be accompanied by Bao Li, a male giant panda who turned 3 years old in August. He has a deep connection to the Smithsonian’s National Zoo and Conservation Biology Institute. His mother, Bao Bao, was born here at the Zoo on Aug. 23, 2013. His grandparents, Tian Tian and Mei Xiang, are beloved in the Washington, D.C., area, where they served as ambassadors for their species for 23 years.
. . .
Lean more about our panda pair at https://nationalzoo.si.edu/dcpandas."
images/nzp_youtube_t9dO-EP8ZiI.jpg,"#DCPandas: Happy 3rd Birthday, Bao Li!",title,nzp_youtube,"Aug 4, 2024",False,0.0016,https://www.youtube.com/watch?v=t9dO-EP8ZiI,t9dO-EP8ZiI,17,,"🐼🎉 Sending GIANT birthday wishes to a ""pawsome"" panda: Bao Li! Today, this playful and charismatic cele-bear-ty turns 3 years old. We are so excited to welcome him to Washington, D.C., before the end of the year. 
. . . 
🖤🤍 Bao Li has a deep connection to the Smithsonian’s National Zoo and Conservation Biology Institute. His mother, Bao Bao, was born here at the Zoo on Aug. 23, 2013. His grandparents, Tian Tian and Mei Xiang, are beloved in the Washington, D.C., area, where they served as ambassadors for their species for 23 years.
. . . 
🫶 Learn more about Bao Li and how you can join our conservation community at https://nationalzoo.si.edu/dcpandas.
. . . 
#DCPandas"
images/nzp_youtube_het5xKyqe9Y.jpg,Giant Panda FAQ,title,nzp_youtube,"Jun 5, 2024",False,0.0179,https://www.youtube.com/watch?v=het5xKyqe9Y,het5xKyqe9Y,137,,"It's official: the pandas are coming back to D.C.! While we wait, here are some answers to frequently asked questions about the new giant pandas. Have more questions? Visit https://nationalzoo.si.edu/dcpandas for more information!"
images/nzp_youtube_bjNN_tnqXpQ.jpg,B-roll: Two New Giant Pandas Coming to Smithsonian’s National Zoo and Conservation Biology Institute,title,nzp_youtube,"May 29, 2024",False,-0.0332,https://www.youtube.com/watch?v=bjNN_tnqXpQ,bjNN_tnqXpQ,157,,"The Smithsonian’s National Zoo and Conservation Biology Institute will welcome a new pair of giant pandas, Bao Li [BOW-lee] and Qing Bao [ching-BOW], to the Zoo by the end of 2024. Giant pandas are icons in Washington, D.C., and beloved around the nation and the world. For more than five decades, the Smithsonian has created and maintained one of the world’s foremost giant panda conservation programs, helping move the panda from “endangered” to “vulnerable” on the global list of species at risk of extinction. LEARN MORE: https://nationalzoo.si.edu/news/two-n.... 
. . . 
CREDIT: Media (news) outlets may use giant panda photos/videos for news purposes only with credit to Roshan Patel/Smithsonian’s National Zoo. Approved purposes include: print/online articles, broadcast reports and social media feeds."
images/nzp_youtube_nEaB3CtnIJE.jpg,The Pandas Are Coming!,title,nzp_youtube,"May 29, 2024",False,0.0191,https://www.youtube.com/watch?v=nEaB3CtnIJE,nEaB3CtnIJE,104,,"The Smithsonian’s National Zoo and Conservation Biology Institute will welcome a new pair of giant pandas, Bao Li [BOW-lee] and Qing Bao [ching-BOW], to the Zoo by the end of 2024. Giant pandas are icons in Washington, D.C., and beloved around the nation and the world. For more than five decades, the Smithsonian has created and maintained one of the world’s foremost giant panda conservation programs, helping move the panda from “endangered” to “vulnerable” on the global list of species at risk of extinction.
. . .
LEARN MORE: http://nationalzoo.si.edu/dcpandas"
images/nzp_youtube_IsNCh4_k1ds.jpg,Keeper Connections: Mei Xiang,title,nzp_youtube,"Nov 16, 2023",False,-0.0167,https://www.youtube.com/watch?v=IsNCh4_k1ds,IsNCh4_k1ds,112,,
images/nzp_youtube_TO51nRmsX7Y.jpg,Keeper Connections: Tian Tian,title,nzp_youtube,"Nov 16, 2023",False,-0.0287,https://www.youtube.com/watch?v=TO51nRmsX7Y,TO51nRmsX7Y,139,,
images/nzp_youtube_D35yzImyg3Y.jpg,Keeper Connections: Xiao Qi Ji,title,nzp_youtube,"Nov 16, 2023",False,-0.0347,https://www.youtube.com/watch?v=D35yzImyg3Y,D35yzImyg3Y,131,,
images/nzp_youtube_fXcBKzElfhs.jpg,B-roll for Media: Interview with Zoo Director Brandie Smith on the Giant Panda Program,title,nzp_youtube,"Nov 16, 2023",False,-0.0435,https://www.youtube.com/watch?v=fXcBKzElfhs,fXcBKzElfhs,288,,"Nov. 8, 2023 | https://nationalzoo.si.edu/news/giant.... 

NZCBI entered into its Giant Panda Cooperative Research and Breeding Agreement with the China Wildlife Conservation Association in December 2000 when Mei Xiang and Tian Tian arrived at the Zoo. While their departure Nov. 8, 2023, is a historic moment in NZCBI’s animal care and conservation success, NZCBI remains committed to continuing its efforts to secure and safeguard a healthy future for giant pandas and their habitat.

For more than 51 years, NZCBI has led one of the world’s foremost panda conservation programs. In collaboration with Chinese colleagues, the Smithsonian team has made significant contributions to the global knowledge of giant panda biology, behavior, reproduction, health and habitat. Joint programs to train the next generation of skilled research and animal care professionals ensure that giant pandas continue to thrive in human care and in the wild for generations to come. The unified effort to create and sh"
